"date.value","campaign.id","adProduct.value","metric.totalCost","budgetCurrency.value"
"2026-02-04","286855949125211","Sponsored Products","4.00","AUD"
"2026-02-05","34478632960968","Sponsored Products","2.36","USD"
"2026-02-14","141552428309171","Sponsored Products","67.17","USD"
"2026-02-24","325883174926875","Sponsored Brands","0.84","USD"
"2026-02-05","360412290312296","Sponsored Brands","0.69","CAD"
"2026-02-11","494994223093944","Sponsored Brands","0.00","AUD"
"2026-02-12","554517553013265","Sponsored Products","0.00","CAD"
"2026-02-08","538771699321102","Sponsored Products","0.00","AUD"
"2026-02-27","238790977416237","Sponsored Products","0.00","USD"
"2026-02-23","243204708497477","Sponsored Products","0.00","USD"
"2026-02-16","307922603865773","Sponsored Products","0.00","USD"
"2026-02-28","482686146435604","Sponsored Brands","1.91","USD"
"2026-02-07","156989235380210","Sponsored Products","123.09","USD"
"2026-02-24","168803396873792","Sponsored Products","0.00","USD"
"2026-02-18","61503627186513","Sponsored Products","0.00","USD"
"2026-02-14","257373022214500","Sponsored Products","0.00","USD"
"2026-02-19","270513944391898","Sponsored Products","0.00","USD"
"2026-02-20","176035476248713","Sponsored Products","0.00","USD"
"2026-02-10","140453739775668","Sponsored Products","4.17","USD"
"2026-02-13","276797522102375","Sponsored Products","2.53","USD"
"2026-02-28","233888031600237","Sponsored Products","0.00","USD"
"2026-02-02","371623685288534","Sponsored Brands","4.54","GBP"
"2026-02-27","79620432535917","Sponsored Products","17.56","USD"
"2026-02-02","556616987602606","Sponsored Products","0.00","USD"
"2026-02-02","192968792078402","Sponsored Products","0.00","USD"
"2026-02-13","303344079444236","Sponsored Brands","0.56","GBP"
"2026-02-20","53404531347848","Sponsored Products","0.00","USD"
"2026-02-21","175777768252798","Sponsored Products","2.32","USD"
"2026-02-21","93539819506468","Sponsored Products","0.00","USD"
"2026-02-12","303784488331012","Sponsored Display","0.00","AUD"
"2026-02-23","115764500761375","Sponsored Products","2.72","USD"
"2026-02-08","14582572617569","Sponsored Products","5.43","USD"
"2026-02-13","243038183553247","Sponsored Products","0.00","USD"
"2026-02-01","423471492340141","Sponsored Brands","16.64","USD"
"2026-02-05","432013629308606","Sponsored Brands","3.34","CAD"
"2026-02-14","225946958740637","Sponsored Products","6.43","USD"
"2026-02-16","65861573413220","Sponsored Products","0.00","USD"
"2026-02-21","11588448157956","Sponsored Products","0.57","USD"
"2026-02-04","1861066386589","Sponsored Products","0.00","USD"
"2026-02-23","61090477012622","Sponsored Products","5.26","USD"
"2026-02-20","231032487711466","Sponsored Products","0.31","AUD"
"2026-02-13","205764417979436","Sponsored Products","0.00","USD"
"2026-02-08","409429087898453","Sponsored Display","1.93","CAD"
"2026-02-11","261659564571062","Sponsored Products","0.26","USD"
"2026-02-20","115764500761375","Sponsored Products","1.23","USD"
"2026-02-10","149942312994880","Sponsored Products","0.00","USD"
"2026-02-16","11588448157956","Sponsored Products","0.00","USD"
"2026-02-21","296615200458181","Sponsored Brands","20.04","USD"
"2026-02-04","347536643859180","Sponsored Products","0.00","GBP"
"2026-02-02","300894362771504","Sponsored Products","1.30","GBP"
"2026-02-15","215176800738804","Sponsored Products","0.00","USD"
"2026-02-02","312632253610695","Sponsored Brands","0.00","USD"
"2026-02-15","213530912619228","Sponsored Products","0.00","USD"
"2026-02-28","255100442617527","Sponsored Products","0.83","USD"
"2026-02-05","346023186686134","Sponsored Brands","0.97","USD"
"2026-02-27","192968792078402","Sponsored Products","0.00","USD"
"2026-02-15","61503627186513","Sponsored Products","0.00","USD"
"2026-02-10","67855357390881","Sponsored Products","0.00","USD"
"2026-02-02","94073967562900","Sponsored Products","0.00","USD"
"2026-02-12","428015197375542","Sponsored Products","0.00","AUD"
"2026-02-06","357384467879967","Sponsored Brands","14.65","USD"
"2026-02-23","141552428309171","Sponsored Products","50.27","USD"
"2026-02-04","53404531347848","Sponsored Products","0.00","USD"
"2026-02-21","53404531347848","Sponsored Products","0.00","USD"
"2026-02-15","137772430611725","Sponsored Products","0.00","USD"
"2026-02-01","375880567146391","Sponsored Display","0.00","AUD"
"2026-02-03","321516368269611","Sponsored Products","0.65","CAD"
"2026-02-24","175777768252798","Sponsored Products","2.33","USD"
"2026-02-02","284096201830626","Sponsored Display","0.49","USD"
"2026-02-08","158724595401869","Sponsored Products","0.00","USD"
"2026-02-13","392972027720670","Sponsored Products","0.00","CAD"
"2026-02-21","172779439196738","Sponsored Products","0.00","USD"
"2026-02-04","303344079444236","Sponsored Brands","0.00","GBP"
"2026-02-21","231032487711466","Sponsored Products","0.00","AUD"
"2026-02-04","254109808305934","Sponsored Products","14.23","USD"
"2026-02-08","215966552761313","Sponsored Products","1.95","USD"
"2026-02-12","48433117829801","Sponsored Products","5.39","USD"
"2026-02-11","102474552529229","Sponsored Products","0.00","USD"
"2026-02-10","213530912619228","Sponsored Products","0.00","USD"
"2026-02-04","310318758176650","Sponsored Products","0.00","CAD"
"2026-02-15","262727752997615","Sponsored Products","5.58","USD"
"2026-02-01","14582572617569","Sponsored Products","2.38","USD"
"2026-02-04","2414736156339","Sponsored Products","0.00","USD"
"2026-02-22","11588448157956","Sponsored Products","0.00","USD"
"2026-02-19","291680855614624","Sponsored Brands","0.00","GBP"
"2026-02-26","153491409585454","Sponsored Products","3.60","USD"
"2026-02-18","257373022214500","Sponsored Products","2.32","USD"
"2026-02-26","44065507618346","Sponsored Products","3.01","USD"
"2026-02-06","154118694541854","Sponsored Products","0.00","USD"
"2026-02-16","281235849108344","Sponsored Products","0.00","USD"
"2026-02-18","276797522102375","Sponsored Products","0.50","USD"
"2026-02-26","380662946968621","Sponsored Display","0.58","USD"
"2026-02-22","259323671730401","Sponsored Products","10.31","USD"
"2026-02-06","34639218619625","Sponsored Products","0.00","USD"
"2026-02-20","133846876580591","Sponsored Products","0.00","USD"
"2026-02-20","14582572617569","Sponsored Products","0.00","USD"
"2026-02-05","518228166841375","Sponsored Brands","1.76","GBP"
"2026-02-20","303344079444236","Sponsored Brands","0.34","GBP"
"2026-02-25","259323671730401","Sponsored Products","6.98","USD"
"2026-02-10","316207062053537","Sponsored Products","0.00","AUD"
"2026-02-06","128835884603962","Sponsored Products","0.00","USD"
"2026-02-09","42141939819441","Sponsored Products","0.00","USD"
"2026-02-05","504962652065858","Sponsored Brands","0.00","AUD"
"2026-02-04","34478632960968","Sponsored Products","9.89","USD"
"2026-02-01","149942312994880","Sponsored Products","0.00","USD"
"2026-02-20","121446500477002","Sponsored Products","0.00","USD"
"2026-02-22","239772993878028","Sponsored Products","0.00","USD"
"2026-02-22","281235849108344","Sponsored Products","3.08","USD"
"2026-02-07","419764168918332","Sponsored Brands","2.40","AUD"
"2026-02-24","48433117829801","Sponsored Products","2.64","USD"
"2026-02-04","259323671730401","Sponsored Products","14.96","USD"
"2026-02-18","380662946968621","Sponsored Display","0.38","USD"
"2026-02-28","32030113168570","Sponsored Products","0.00","USD"
"2026-02-03","83677388471868","Sponsored Products","0.55","USD"
"2026-02-07","96060745446945","Sponsored Products","0.00","USD"
"2026-02-18","141648422510979","Sponsored Products","0.00","USD"
"2026-02-07","346023186686134","Sponsored Brands","4.93","USD"
"2026-02-04","486830706800832","Sponsored Products","0.00","CAD"
"2026-02-05","400936883710783","Sponsored Products","3.06","AUD"
"2026-02-11","184593163947523","Sponsored Products","0.00","USD"
"2026-02-03","529845821022802","Sponsored Products","0.00","AUD"
"2026-02-26","156285188540724","Sponsored Products","3.93","USD"
"2026-02-14","202299611765170","Sponsored Products","0.00","USD"
"2026-02-18","94073967562900","Sponsored Products","0.00","USD"
"2026-02-16","67855357390881","Sponsored Products","0.00","USD"
"2026-02-02","202228555422966","Sponsored Products","0.56","USD"
"2026-02-22","140453739775668","Sponsored Products","3.00","USD"
"2026-02-03","192968792078402","Sponsored Products","0.00","USD"
"2026-02-06","318399173824872","Sponsored Products","0.34","GBP"
"2026-02-16","60802440953180","Sponsored Products","26.37","USD"
"2026-02-02","276488907454289","Sponsored Products","0.00","USD"
"2026-02-08","406487274006731","Sponsored Products","0.00","AUD"
"2026-02-28","281110747056753","Sponsored Products","0.00","USD"
"2026-02-12","296615200458181","Sponsored Brands","24.30","USD"
"2026-02-09","558297049226516","Sponsored Brands","0.00","CAD"
"2026-02-02","11588448157956","Sponsored Products","6.10","USD"
"2026-02-07","271780514756108","Sponsored Products","0.00","USD"
"2026-02-01","380662946968621","Sponsored Display","0.07","USD"
"2026-02-05","27661898820374","Sponsored Products","0.36","USD"
"2026-02-08","172779439196738","Sponsored Products","0.00","USD"
"2026-02-03","267283875717235","Sponsored Products","1.06","USD"
"2026-02-04","531187508971652","Sponsored Display","0.00","CAD"
"2026-02-01","373593607967581","Sponsored Display","0.00","AUD"
"2026-02-05","145958940968220","Sponsored Products","1.28","USD"
"2026-02-03","39061317933304","Sponsored Products","0.00","USD"
"2026-02-07","281024885672869","Sponsored Products","0.00","USD"
"2026-02-11","397652540263806","Sponsored Products","0.00","CAD"
"2026-02-22","22348745290500","Sponsored Products","0.00","USD"
"2026-02-08","130912331972988","Sponsored Products","3.50","USD"
"2026-02-13","396524009311704","Sponsored Brands","0.00","CAD"
"2026-02-19","263531397076178","Sponsored Products","0.00","USD"
"2026-02-02","458452283549074","Sponsored Brands","0.00","CAD"
"2026-02-27","271002646812055","Sponsored Products","0.00","USD"
"2026-02-22","93539819506468","Sponsored Products","1.04","USD"
"2026-02-21","276797522102375","Sponsored Products","0.00","USD"
"2026-02-09","399703016940832","Sponsored Brands","2.68","CAD"
"2026-02-13","406964010755868","Sponsored Products","0.00","CAD"
"2026-02-10","548511206574211","Sponsored Brands","2.27","AUD"
"2026-02-18","93539819506468","Sponsored Products","0.00","USD"
"2026-02-12","542333703103187","Sponsored Products","0.00","AUD"
"2026-02-25","94073967562900","Sponsored Products","0.00","USD"
"2026-02-09","303344079444236","Sponsored Brands","1.04","GBP"
"2026-02-13","67855357390881","Sponsored Products","0.00","USD"
"2026-02-13","259201002739674","Sponsored Products","1.49","USD"
"2026-02-05","48192245895031","Sponsored Products","0.00","USD"
"2026-02-07","345230959620455","Sponsored Products","0.00","CAD"
"2026-02-12","215966552761313","Sponsored Products","0.00","USD"
"2026-02-27","291680855614624","Sponsored Brands","3.00","GBP"
"2026-02-03","152555236474228","Sponsored Products","3.71","USD"
"2026-02-27","303344079444236","Sponsored Brands","0.66","GBP"
"2026-02-18","218351835233699","Sponsored Products","34.87","GBP"
"2026-02-15","464658704178346","Sponsored Brands","2.60","USD"
"2026-02-05","77231525415892","Sponsored Products","0.00","USD"
"2026-02-11","453754530299965","Sponsored Brands","0.86","USD"
"2026-02-04","518228166841375","Sponsored Brands","0.82","GBP"
"2026-02-08","156285188540724","Sponsored Products","0.00","USD"
"2026-02-21","284096201830626","Sponsored Display","0.67","USD"
"2026-02-04","397652540263806","Sponsored Products","0.00","CAD"
"2026-02-18","243204708497477","Sponsored Products","0.00","USD"
"2026-02-04","542395622943712","Sponsored Products","1.00","GBP"
"2026-02-03","148265992493931","Sponsored Products","0.53","USD"
"2026-02-03","392699328377229","Sponsored Products","0.00","AUD"
"2026-02-23","53404531347848","Sponsored Products","0.00","USD"
"2026-02-05","419802202221779","Sponsored Products","1.37","CAD"
"2026-02-13","164743561215297","Sponsored Products","0.00","USD"
"2026-02-02","54673378227395","Sponsored Products","0.00","USD"
"2026-02-26","284096201830626","Sponsored Display","0.90","USD"
"2026-02-06","321516368269611","Sponsored Products","0.34","CAD"
"2026-02-07","352761064226908","Sponsored Brands","0.00","CAD"
"2026-02-24","126638359335345","Sponsored Products","0.00","USD"
"2026-02-27","22515666501366","Sponsored Products","0.00","USD"
"2026-02-13","168803396873792","Sponsored Products","0.00","USD"
"2026-02-13","18193170148935","Sponsored Products","0.00","USD"
"2026-02-25","176035476248713","Sponsored Products","0.00","USD"
"2026-02-09","437016942104478","Sponsored Brands","0.00","CAD"
"2026-02-23","539931100075119","Sponsored Brands","16.26","USD"
"2026-02-26","8078369968995","Sponsored Products","0.00","USD"
"2026-02-18","188279469264899","Sponsored Products","0.00","USD"
"2026-02-27","93539819506468","Sponsored Products","14.06","USD"
"2026-02-05","101459965063202","Sponsored Products","2.01","USD"
"2026-02-05","202299611765170","Sponsored Products","0.00","USD"
"2026-02-04","243038183553247","Sponsored Products","1.45","USD"
"2026-02-26","281110747056753","Sponsored Products","0.00","USD"
"2026-02-11","226743970768774","Sponsored Products","0.00","USD"
"2026-02-03","81320226496883","Sponsored Products","2.70","USD"
"2026-02-24","154118694541854","Sponsored Products","4.51","USD"
"2026-02-09","312632253610695","Sponsored Brands","1.87","USD"
"2026-02-09","529845821022802","Sponsored Products","0.00","AUD"
"2026-02-12","458452283549074","Sponsored Brands","0.00","CAD"
"2026-02-10","339568026468029","Sponsored Brands","0.00","CAD"
"2026-02-16","96060745446945","Sponsored Products","0.56","USD"
"2026-02-07","366616645988820","Sponsored Products","0.00","CAD"
"2026-02-10","115764500761375","Sponsored Products","2.88","USD"
"2026-02-15","231032487711466","Sponsored Products","6.53","AUD"
"2026-02-06","398859393836995","Sponsored Products","1.05","GBP"
"2026-02-04","327323455598643","Sponsored Products","0.00","GBP"
"2026-02-01","43460676635147","Sponsored Products","0.00","USD"
"2026-02-16","380662946968621","Sponsored Display","0.00","USD"
"2026-02-09","453187476718269","Sponsored Display","0.00","CAD"
"2026-02-06","97079585612330","Sponsored Products","0.00","USD"
"2026-02-06","366616645988820","Sponsored Products","0.00","CAD"
"2026-02-28","121446500477002","Sponsored Products","0.00","USD"
"2026-02-02","81320226496883","Sponsored Products","0.00","USD"
"2026-02-13","443207948405482","Sponsored Products","0.00","CAD"
"2026-02-05","357384467879967","Sponsored Brands","14.21","USD"
"2026-02-01","339568026468029","Sponsored Brands","0.00","CAD"
"2026-02-28","149626049979530","Sponsored Products","0.00","USD"
"2026-02-24","176992507771254","Sponsored Products","1.55","USD"
"2026-02-17","213530912619228","Sponsored Products","0.33","USD"
"2026-02-12","97079585612330","Sponsored Products","0.00","USD"
"2026-02-04","529845821022802","Sponsored Products","0.00","AUD"
"2026-02-07","505299994018527","Sponsored Products","0.00","CAD"
"2026-02-09","101965336081409","Sponsored Products","0.00","USD"
"2026-02-03","30651955945418","Sponsored Products","0.00","USD"
"2026-02-23","130912331972988","Sponsored Products","0.00","USD"
"2026-02-01","277250351840071","Sponsored Products","1.73","USD"
"2026-02-11","558297049226516","Sponsored Brands","0.00","CAD"
"2026-02-14","176992507771254","Sponsored Products","1.92","USD"
"2026-02-10","128835884603962","Sponsored Products","0.00","USD"
"2026-02-15","28565058702355","Sponsored Products","4.44","USD"
"2026-02-05","321516368269611","Sponsored Products","0.37","CAD"
"2026-02-11","538771699321102","Sponsored Products","0.00","AUD"
"2026-02-16","158724595401869","Sponsored Products","0.00","USD"
"2026-02-04","199698435439447","Sponsored Products","0.00","USD"
"2026-02-03","399703016940832","Sponsored Brands","0.00","CAD"
"2026-02-05","168803396873792","Sponsored Products","0.42","USD"
"2026-02-02","48433117829801","Sponsored Products","12.05","USD"
"2026-02-25","34639218619625","Sponsored Products","0.92","USD"
"2026-02-21","28565058702355","Sponsored Products","14.55","USD"
"2026-02-14","561131507618203","Sponsored Products","0.00","AUD"
"2026-02-28","48433117829801","Sponsored Products","1.68","USD"
"2026-02-09","215966552761313","Sponsored Products","0.00","USD"
"2026-02-09","14582572617569","Sponsored Products","1.41","USD"
"2026-02-04","453187476718269","Sponsored Display","0.00","CAD"
"2026-02-24","102474552529229","Sponsored Products","2.46","USD"
"2026-02-04","429345285920060","Sponsored Brands","2.11","GBP"
"2026-02-22","213530912619228","Sponsored Products","1.70","USD"
"2026-02-03","557814926181675","Sponsored Products","0.00","CAD"
"2026-02-24","202838039381314","Sponsored Products","0.00","USD"
"2026-02-02","562873832621330","Sponsored Products","0.78","GBP"
"2026-02-28","239677460933975","Sponsored Products","3.49","USD"
"2026-02-10","531194039320877","Sponsored Products","0.00","CAD"
"2026-02-15","269935586939823","Sponsored Products","5.57","CAD"
"2026-02-20","1069464513580","Sponsored Products","73.82","USD"
"2026-02-09","476877916686317","Sponsored Brands","2.46","AUD"
"2026-02-27","156989235380210","Sponsored Products","305.06","USD"
"2026-02-13","245503802057093","Sponsored Products","0.00","USD"
"2026-02-09","54673378227395","Sponsored Products","0.00","USD"
"2026-02-20","28864493115463","Sponsored Products","1.28","USD"
"2026-02-06","72790979016813","Sponsored Products","1.18","USD"
"2026-02-04","65861573413220","Sponsored Products","0.08","USD"
"2026-02-12","2414736156339","Sponsored Products","0.00","USD"
"2026-02-11","54386198712419","Sponsored Products","0.88","USD"
"2026-02-13","339568026468029","Sponsored Brands","0.00","CAD"
"2026-02-07","291612323170971","Sponsored Products","0.00","CAD"
"2026-02-11","137772430611725","Sponsored Products","0.00","USD"
"2026-02-21","148265992493931","Sponsored Products","0.00","USD"
"2026-02-21","375262111034104","Sponsored Brands","5.24","USD"
"2026-02-04","67855357390881","Sponsored Products","0.00","USD"
"2026-02-14","130912331972988","Sponsored Products","2.43","USD"
"2026-02-20","164743561215297","Sponsored Products","0.00","USD"
"2026-02-24","192420944790293","Sponsored Products","18.22","GBP"
"2026-02-01","317413414518930","Sponsored Products","0.00","GBP"
"2026-02-23","281024885672869","Sponsored Products","0.00","USD"
"2026-02-21","158724595401869","Sponsored Products","0.00","USD"
"2026-02-03","504962652065858","Sponsored Brands","0.00","AUD"
"2026-02-03","9627520751858","Sponsored Products","0.00","USD"
"2026-02-26","156989235380210","Sponsored Products","291.17","USD"
"2026-02-06","1861066386589","Sponsored Products","0.00","USD"
"2026-02-28","42141939819441","Sponsored Products","0.00","USD"
"2026-02-23","158171452508120","Sponsored Products","0.00","USD"
"2026-02-27","380662946968621","Sponsored Display","0.04","USD"
"2026-02-28","259323671730401","Sponsored Products","9.46","USD"
"2026-02-13","554517553013265","Sponsored Products","0.00","CAD"
"2026-02-24","271780514756108","Sponsored Products","0.00","USD"
"2026-02-16","1861066386589","Sponsored Products","0.00","USD"
"2026-02-02","392699328377229","Sponsored Products","0.35","AUD"
"2026-02-18","255100442617527","Sponsored Products","0.00","USD"
"2026-02-12","555360954347903","Sponsored Products","0.00","CAD"
"2026-02-22","239677460933975","Sponsored Products","6.76","USD"
"2026-02-08","375262111034104","Sponsored Brands","1.49","USD"
"2026-02-12","263910374759225","Sponsored Products","2.88","CAD"
"2026-02-10","72790979016813","Sponsored Products","0.00","USD"
"2026-02-21","280528554873543","Sponsored Products","1.11","USD"
"2026-02-20","18193170148935","Sponsored Products","1.26","USD"
"2026-02-07","11588448157956","Sponsored Products","0.00","USD"
"2026-02-19","325883174926875","Sponsored Brands","0.50","USD"
"2026-02-02","255100442617527","Sponsored Products","0.00","USD"
"2026-02-04","293287193628180","Sponsored Brands","0.00","GBP"
"2026-02-07","407530123839349","Sponsored Products","0.00","AUD"
"2026-02-04","405261002610411","Sponsored Products","0.00","GBP"
"2026-02-15","255100442617527","Sponsored Products","1.98","USD"
"2026-02-13","39061317933304","Sponsored Products","0.00","USD"
"2026-02-05","488081803937581","Sponsored Products","0.00","GBP"
"2026-02-12","548511206574211","Sponsored Brands","0.00","AUD"
"2026-02-20","192968792078402","Sponsored Products","0.00","USD"
"2026-02-23","251197015848063","Sponsored Products","1.47","CAD"
"2026-02-13","392598200964005","Sponsored Products","0.00","CAD"
"2026-02-05","314318800479242","Sponsored Products","0.00","AUD"
"2026-02-24","137772430611725","Sponsored Products","0.00","USD"
"2026-02-19","441925918527435","Sponsored Brands","0.77","USD"
"2026-02-21","1069464513580","Sponsored Products","55.15","USD"
"2026-02-13","99206488936490","Sponsored Products","0.00","USD"
"2026-02-25","271780514756108","Sponsored Products","0.00","USD"
"2026-02-02","241960271286519","Sponsored Products","0.00","USD"
"2026-02-15","30179169319725","Sponsored Products","4.28","AUD"
"2026-02-12","300354268849742","Sponsored Brands","0.70","CAD"
"2026-02-14","226743970768774","Sponsored Products","0.00","USD"
"2026-02-13","42141939819441","Sponsored Products","0.00","USD"
"2026-02-06","280513164622908","Sponsored Products","0.69","USD"
"2026-02-13","354627207584492","Sponsored Products","0.00","CAD"
"2026-02-12","261659564571062","Sponsored Products","7.82","USD"
"2026-02-07","243038183553247","Sponsored Products","5.07","USD"
"2026-02-06","94073967562900","Sponsored Products","0.00","USD"
"2026-02-04","300894362771504","Sponsored Products","0.00","GBP"
"2026-02-09","213530912619228","Sponsored Products","0.00","USD"
"2026-02-09","27661898820374","Sponsored Products","0.00","USD"
"2026-02-02","93539819506468","Sponsored Products","0.00","USD"
"2026-02-09","380662946968621","Sponsored Display","0.07","USD"
"2026-02-08","11143044290906","Sponsored Products","1.36","USD"
"2026-02-03","486830706800832","Sponsored Products","0.00","CAD"
"2026-02-06","560000811916391","Sponsored Brands","2.23","USD"
"2026-02-02","82064097659476","Sponsored Products","0.00","USD"
"2026-02-05","344717374719347","Sponsored Display","0.00","CAD"
"2026-02-25","262727752997615","Sponsored Products","1.72","USD"
"2026-02-11","461174245552414","Sponsored Products","5.13","AUD"
"2026-02-02","354484097353439","Sponsored Products","0.00","GBP"
"2026-02-25","259201002739674","Sponsored Products","23.06","USD"
"2026-02-07","453754530299965","Sponsored Brands","16.90","USD"
"2026-02-14","145958940968220","Sponsored Products","1.01","USD"
"2026-02-04","54673378227395","Sponsored Products","0.00","USD"
"2026-02-06","149818563042691","Sponsored Products","0.00","USD"
"2026-02-02","398718122329444","Sponsored Products","0.00","GBP"
"2026-02-16","145958940968220","Sponsored Products","0.65","USD"
"2026-02-25","272711015971799","Sponsored Products","0.00","USD"
"2026-02-01","461174245552414","Sponsored Products","1.85","AUD"
"2026-02-27","225946958740637","Sponsored Products","0.00","USD"
"2026-02-08","53404531347848","Sponsored Products","4.90","USD"
"2026-02-21","11143044290906","Sponsored Products","0.00","USD"
"2026-02-03","516157903732083","Sponsored Products","1.09","GBP"
"2026-02-18","186804517918072","Sponsored Products","3.50","USD"
"2026-02-07","34639218619625","Sponsored Products","1.19","USD"
"2026-02-14","284096201830626","Sponsored Display","3.51","USD"
"2026-02-19","101965336081409","Sponsored Products","1.86","USD"
"2026-02-06","188279469264899","Sponsored Products","0.00","USD"
"2026-02-26","96473122408354","Sponsored Products","0.00","USD"
"2026-02-20","277250351840071","Sponsored Products","8.12","USD"
"2026-02-23","348184859637636","Sponsored Brands","1.68","USD"
"2026-02-23","97079585612330","Sponsored Products","5.54","USD"
"2026-02-09","382263989834817","Sponsored Products","0.00","AUD"
"2026-02-25","153491409585454","Sponsored Products","2.71","USD"
"2026-02-01","419802202221779","Sponsored Products","0.00","CAD"
"2026-02-25","291680855614624","Sponsored Brands","0.17","GBP"
"2026-02-02","538771699321102","Sponsored Products","0.67","AUD"
"2026-02-06","96473122408354","Sponsored Products","0.00","USD"
"2026-02-03","558297049226516","Sponsored Brands","0.00","CAD"
"2026-02-04","192968792078402","Sponsored Products","0.00","USD"
"2026-02-09","138135222992233","Sponsored Products","11.76","USD"
"2026-02-19","102474552529229","Sponsored Products","0.00","USD"
"2026-02-07","281110747056753","Sponsored Products","0.00","USD"
"2026-02-23","176992507771254","Sponsored Products","1.25","USD"
"2026-02-11","28864493115463","Sponsored Products","5.11","USD"
"2026-02-02","291618943691121","Sponsored Brands","0.00","AUD"
"2026-02-10","448149727236636","Sponsored Products","0.00","AUD"
"2026-02-06","239772993878028","Sponsored Products","3.60","USD"
"2026-02-11","530353594830018","Sponsored Display","0.00","CAD"
"2026-02-08","531187508971652","Sponsored Display","0.10","CAD"
"2026-02-14","291618943691121","Sponsored Brands","0.00","AUD"
"2026-02-11","215966552761313","Sponsored Products","3.72","USD"
"2026-02-05","202228555422966","Sponsored Products","0.00","USD"
"2026-02-11","461803854184467","Sponsored Products","0.00","CAD"
"2026-02-15","199076365376964","Sponsored Products","0.00","USD"
"2026-02-01","317772463042332","Sponsored Products","1.35","AUD"
"2026-02-01","452082306058129","Sponsored Brands","5.22","CAD"
"2026-02-28","560000811916391","Sponsored Brands","5.11","USD"
"2026-02-19","133243849204741","Sponsored Products","0.00","USD"
"2026-02-11","198809778193730","Sponsored Products","54.08","USD"
"2026-02-10","94073967562900","Sponsored Products","1.02","USD"
"2026-02-18","8078369968995","Sponsored Products","0.00","USD"
"2026-02-28","115943131527635","Sponsored Products","0.00","USD"
"2026-02-04","375412452273685","Sponsored Products","6.72","GBP"
"2026-02-11","32030113168570","Sponsored Products","1.65","USD"
"2026-02-19","54673378227395","Sponsored Products","0.00","USD"
"2026-02-06","202299611765170","Sponsored Products","0.00","USD"
"2026-02-01","263910374759225","Sponsored Products","1.60","CAD"
"2026-02-11","480355060288556","Sponsored Products","0.00","AUD"
"2026-02-13","312632253610695","Sponsored Brands","0.28","USD"
"2026-02-03","467633236874996","Sponsored Products","5.28","AUD"
"2026-02-21","72790979016813","Sponsored Products","0.00","USD"
"2026-02-16","148265992493931","Sponsored Products","0.00","USD"
"2026-02-07","432013629308606","Sponsored Brands","7.33","CAD"
"2026-02-05","176992507771254","Sponsored Products","6.08","USD"
"2026-02-16","419764168918332","Sponsored Brands","0.00","AUD"
"2026-02-18","455688132780953","Sponsored Brands","6.85","USD"
"2026-02-14","539931100075119","Sponsored Brands","6.21","USD"
"2026-02-02","400936883710783","Sponsored Products","3.47","AUD"
"2026-02-01","156989235380210","Sponsored Products","71.73","USD"
"2026-02-02","530353594830018","Sponsored Display","0.00","CAD"
"2026-02-04","557738489078024","Sponsored Products","0.00","CAD"
"2026-02-27","173362871105297","Sponsored Products","1.32","USD"
"2026-02-07","386920533914758","Sponsored Brands","0.00","CAD"
"2026-02-04","459130146103681","Sponsored Display","0.00","AUD"
"2026-02-10","137772430611725","Sponsored Products","1.62","USD"
"2026-02-21","270513944391898","Sponsored Products","0.55","USD"
"2026-02-09","34478632960968","Sponsored Products","16.35","USD"
"2026-02-21","22515666501366","Sponsored Products","1.45","USD"
"2026-02-19","511509048867805","Sponsored Products","0.00","USD"
"2026-02-17","303344079444236","Sponsored Brands","0.20","GBP"
"2026-02-02","453239686745418","Sponsored Products","0.00","GBP"
"2026-02-11","278626821184075","Sponsored Products","4.46","USD"
"2026-02-11","463570831006082","Sponsored Products","0.00","CAD"
"2026-02-13","312711508263023","Sponsored Products","0.00","AUD"
"2026-02-28","380662946968621","Sponsored Display","0.00","USD"
"2026-02-23","318399173824872","Sponsored Products","0.00","GBP"
"2026-02-27","172779439196738","Sponsored Products","0.00","USD"
"2026-02-05","280884599605823","Sponsored Products","0.00","USD"
"2026-02-26","239677460933975","Sponsored Products","3.14","USD"
"2026-02-26","141552428309171","Sponsored Products","24.40","USD"
"2026-02-03","174719285602701","Sponsored Products","7.63","USD"
"2026-02-15","266158523203302","Sponsored Products","0.00","USD"
"2026-02-11","188279469264899","Sponsored Products","0.00","USD"
"2026-02-12","325883174926875","Sponsored Brands","3.07","USD"
"2026-02-20","271780514756108","Sponsored Products","0.00","USD"
"2026-02-07","423471492340141","Sponsored Brands","16.01","USD"
"2026-02-17","128770506922317","Sponsored Products","0.42","USD"
"2026-02-20","439663157752722","Sponsored Brands","4.68","USD"
"2026-02-23","278626821184075","Sponsored Products","0.08","USD"
"2026-02-18","2414736156339","Sponsored Products","2.08","USD"
"2026-02-06","186804517918072","Sponsored Products","0.00","USD"
"2026-02-11","386893543852916","Sponsored Products","0.00","CAD"
"2026-02-25","271002646812055","Sponsored Products","0.00","USD"
"2026-02-10","186804517918072","Sponsored Products","11.64","USD"
"2026-02-19","495677195822245","Sponsored Brands","0.60","USD"
"2026-02-06","309601314328778","Sponsored Products","0.00","CAD"
"2026-02-03","323864334787492","Sponsored Products","0.00","AUD"
"2026-02-27","158724595401869","Sponsored Products","0.00","USD"
"2026-02-22","134777743429986","Sponsored Products","0.00","USD"
"2026-02-20","168803396873792","Sponsored Products","0.00","USD"
